Training model 1/3
Epoch:1/80 Batch:101/150 Train Loss:0.6334
Epoch:1/80 Batch:102/150 Train Loss:0.3724
Epoch:1/80 Batch:103/150 Train Loss:0.5577
Epoch:1/80 Batch:104/150 Train Loss:0.5955
Epoch:1/80 Batch:105/150 Train Loss:0.7172
Epoch:1/80 Batch:106/150 Train Loss:0.6542
Epoch:1/80 Batch:107/150 Train Loss:0.6093
Epoch:1/80 Batch:108/150 Train Loss:0.7433
Epoch:1/80 Batch:109/150 Train Loss:0.5855
Epoch:1/80 Batch:110/150 Train Loss:0.6027
Epoch:1/80 Batch:111/150 Train Loss:0.4273
Epoch:1/80 Batch:112/150 Train Loss:0.8394
Epoch:1/80 Batch:113/150 Train Loss:0.5934
Epoch:1/80 Batch:114/150 Train Loss:0.5393
Epoch:1/80 Batch:115/150 Train Loss:0.7379
Epoch:1/80 Batch:116/150 Train Loss:0.7806
Epoch:1/80 Batch:117/150 Train Loss:0.5553
Epoch:1/80 Batch:118/150 Train Loss:0.4327
Epoch:1/80 Batch:119/150 Train Loss:0.5009
Epoch:1/80 Batch:120/150 Train Loss:0.5456
Epoch:1/80 Batch:121/150 Train Loss:0.5528
Epoch:1/80 Batch:122/150 Train Loss:0.9764
Epoch:1/80 Batch:123/150 Train Loss:0.5244
Epoch:1/80 Batch:124/150 Train Loss:0.8007
Epoch:1/80 Batch:125/150 Train Loss:0.6709
Epoch:1/80 Batch:126/150 Train Loss:0.5148
Epoch:1/80 Batch:127/150 Train Loss:0.6452
Epoch:1/80 Batch:128/150 Train Loss:0.5109
Epoch:1/80 Batch:129/150 Train Loss:0.6211
Epoch:1/80 Batch:130/150 Train Loss:0.5506
Epoch:1/80 Batch:131/150 Train Loss:0.5939
Epoch:1/80 Batch:132/150 Train Loss:0.6159
Epoch:1/80 Batch:133/150 Train Loss:0.8101
Epoch:1/80 Batch:134/150 Train Loss:0.6167
Epoch:1/80 Batch:135/150 Train Loss:0.5450
Epoch:1/80 Batch:136/150 Train Loss:0.7062
Epoch:1/80 Batch:137/150 Train Loss:0.7118
Epoch:1/80 Batch:138/150 Train Loss:0.6117
Epoch:1/80 Batch:139/150 Train Loss:0.6068
Epoch:1/80 Batch:140/150 Train Loss:0.6056
Epoch:1/80 Batch:141/150 Train Loss:0.6646
Epoch:1/80 Batch:142/150 Train Loss:0.5578
Epoch:1/80 Batch:143/150 Train Loss:0.4465
Epoch:1/80 Batch:144/150 Train Loss:0.6735
Epoch:1/80 Batch:145/150 Train Loss:0.5019
Epoch:1/80 Batch:146/150 Train Loss:0.5544
Epoch:1/80 Batch:147/150 Train Loss:0.4837
Epoch:1/80 Batch:148/150 Train Loss:0.5251
Epoch:1/80 Batch:149/150 Train Loss:0.5168
Epoch:1/80 Batch:150/150 Train Loss:0.5247
WARNING:root:Feature Matrix is underdetermined: 21 rows and 33 columns.Returning 0 for decorrelation loss and R^2.
WARNING:root:Feature Matrix is underdetermined: 21 rows and 33 columns.Returning 0 for decorrelation loss and R^2.
Epoch:2/80 Batch:1/150 Train Loss:0.4830
Epoch:2/80 Batch:2/150 Train Loss:0.3780
Epoch:2/80 Batch:3/150 Train Loss:0.7142
Epoch:2/80 Batch:4/150 Train Loss:0.7595
Epoch:2/80 Batch:5/150 Train Loss:0.5991
Epoch:2/80 Batch:6/150 Train Loss:0.5530
Epoch:2/80 Batch:7/150 Train Loss:0.3535
Epoch:2/80 Batch:8/150 Train Loss:0.5514
Epoch:2/80 Batch:9/150 Train Loss:0.8317
Epoch:2/80 Batch:10/150 Train Loss:0.7128
Epoch:2/80 Batch:11/150 Train Loss:0.6214
Epoch:2/80 Batch:12/150 Train Loss:0.6683
Epoch:2/80 Batch:13/150 Train Loss:0.7895
Epoch:2/80 Batch:14/150 Train Loss:0.6601
Epoch:2/80 Batch:15/150 Train Loss:0.4752
Epoch:2/80 Batch:16/150 Train Loss:0.4830
Epoch:2/80 Batch:17/150 Train Loss:0.4672
Epoch:2/80 Batch:18/150 Train Loss:0.5341
Epoch:2/80 Batch:19/150 Train Loss:0.6587
Epoch:2/80 Batch:20/150 Train Loss:0.6501
Epoch:2/80 Batch:21/150 Train Loss:0.7496
Epoch:2/80 Batch:22/150 Train Loss:0.5953
Epoch:2/80 Batch:23/150 Train Loss:0.4559
Epoch:2/80 Batch:24/150 Train Loss:0.4561
Epoch:2/80 Batch:25/150 Train Loss:0.5432
Epoch:2/80 Batch:26/150 Train Loss:0.6002
Epoch:2/80 Batch:27/150 Train Loss:0.5060
Epoch:2/80 Batch:28/150 Train Loss:0.6622
Epoch:2/80 Batch:29/150 Train Loss:0.6106
Epoch:2/80 Batch:30/150 Train Loss:0.6203
Epoch:2/80 Batch:31/150 Train Loss:0.6688
Epoch:2/80 Batch:32/150 Train Loss:0.6146
Epoch:2/80 Batch:33/150 Train Loss:0.4378
Epoch:2/80 Batch:34/150 Train Loss:0.7411
Epoch:2/80 Batch:35/150 Train Loss:0.5318
Epoch:2/80 Batch:36/150 Train Loss:0.6110
Epoch:2/80 Batch:37/150 Train Loss:0.5889
Epoch:2/80 Batch:38/150 Train Loss:0.6094
Epoch:2/80 Batch:39/150 Train Loss:0.7272
Epoch:2/80 Batch:40/150 Train Loss:0.4888
Epoch:2/80 Batch:41/150 Train Loss:0.6292
Epoch:2/80 Batch:42/150 Train Loss:0.5937
Epoch:2/80 Batch:43/150 Train Loss:0.5129
Epoch:2/80 Batch:44/150 Train Loss:0.5812
Epoch:2/80 Batch:45/150 Train Loss:0.6253
Time limit reached. Saving model 2.
Model 3 trained. Best validation accuracy: 0.7855 at Epoch 1. Total training time: 126.5707 minutes.
Extracting train features...
Extracting val features...
